movie_name,movie_id,production_companies_clean,production_budget
Mavi Boncuk,69319,[],0
Oh Olsun,110029,['Arzu Film'],0
Romantik Komedi,38614,[],0
Sahte Kabadayñ,74171,[],0
?abaniye,327935,[],0
Salako,110040,[],0
Sosyete ?aban,123601,[],0
Tarkan and the Blood of the Vikings,86256,['Arzu Film'],0
Tarzan Rñfkñ,307020,[],0
Tokat??ñ,123611,[],0
Tosun Pasha,38794,['Arzu Film'],64200
The Trial,49057,"['Level Path Productions', 'Whitlow Films']",0
Last Call for Nowhere,382518,['Les films du 24'],0
Quo Vadis,59219,[],18000000
A Dark Song,409297,"['Samson Films', 'Tall Man Films']",0
Touch of the Light,134990,[],0
"Have Fun, Vasya!",430263,"['Yellow, Black & White']",707503
The Heart of the Game,14274,[],0
The Fog,49426,['VVP-Alyans'],0
Horoscope for Good Luck,347979,['Central Partnership'],2800000
My Italian Secret: The Forgotten Heroes,329137,[],0
Fabricated City,435366,['TPS Company'],0
My Annoying Brother,426166,['CJ Entertainment'],0
Lost in the Barrens,24709,[],0
Revenge of the Creature,40761,['Universal International Pictures (UI)'],0
"The Execution of Mary, Queen of Scots",34372,['Edison Manufacturing Company'],0
The Haunted Castle,133063,['Star Film Company'],0
The Age of Shadows,363579,"['Warner Bros.', 'Grimm Pictures', 'Harbin']",8620000
The Barbershop,152218,['Edison Manufacturing Company'],0
The Diary of Ellen Rimbauer,16175,[],0
Six Degrees of Celebration 5,430413,['Bazelevs Production'],0
Dangerous Men,84140,[],0
"Kidnapping, Caucasian Style",330878,['WSB'],3500000
Santa Claus. Battle of Mages,428398,['20th Century Fox Russia'],0
Don't Play the Fool...,255358,"['Mosfilm', 'Shadow Studios']",0
The Earthquake,413953,"['Mars Media Entertainment', 'National Cinema Centre of Armenia']",0
Virtual Nightmare,54638,"['Paramount Television', 'Coote Hayes Productions']",0
Le Jaguar,54471,"['TF1 Films Production', 'Canal+', 'Gaumont International', 'EFVE']",0
Unlocked,291276,"['Di Bonaventura Pictures', 'Lipsync Productions', 'Silver Reel', 'Czech Anglo Productions', 'Bloom', 'SRA Productions']",0
252: Signal of Life,81391,[],0
Cosmos,409926,[],0
Voice from the Stone,301372,"['Zanuck Independent', 'Producer Capital Fund', 'Code 39 Films']",0
Cold River,142145,['CBS Fox Video'],0
Small Crimes,411405,['Rooks Nest Entertainment'],0
Terror Firmer,14005,"['Troma Entertainment', 'Santa Monica Holdings']",0
On the Milky Road,255160,"['BN Films', 'pinball london']",0
Kappen!,427095,['Shooting Star Filmcompany BV'],0
Honeycomb,268652,"['El??as Querejeta P.C.', 'Delta Films']",0
Summer School Teachers,85971,['New World Pictures'],0
Kolonya Cumhuriyeti,453596,['BKM Film'],0
Nasha Russia: Yaytsa sudby,31059,[],2000000
Inseparable,231510,[],0
305,24149,[],0
The Suckling,83292,[],0
A Place in the World,149154,[],0
Smokers,251803,[],0
Darling,63414,"['Sri Venkateswara Cine Chitra', 'Reliance Pictures']",0
The Kinematograph,145051,[],0
The Rise and Fall of a Jungle Giant,455363,[],0
Command and Control,390396,[],0
David Lean and His Dedicated Maniacs,455368,[],0
Down House,63958,[],0
S.S.D.,60068,"['Krasnaya Strela', 'Ankor-Studio']",0
The Best Movie 3-DE,57889,['TNT'],6500000
InAlienable,49230,[],0
The New Year's Rate Plan,50530,['Profit'],3200000
Pier Paolo Pasolini,411282,[],0
"I Lived, But...",124582,['Shochiku Company'],0
Classmates,402223,['Kinofirma'],0
The Bartender,345306,"['WeiT Media', 'Art Pictures Vision']",2600000
Superbad,424322,['Paradise'],0
The Best Day Ever,373838,['Bazelevs Production'],0
The Pickaninny Dance from the ??Passing Show?,194089,['Edison Manufacturing Company'],0
Cheech & Chong's Hey Watch This,36566,[],0
Perfect Harmony,110486,[],0
?????«????¥??æ¥?,142802,[],0
Carol's Journey,56746,[],0
Wild Style,14243,['Wild Style'],0
The Truth About Jane,52805,[],0
Sweet Rain: Accuracy of Death,13128,[],0
Rising Fear,442949,['Acrolight Pictures'],0
The Hidden II,68163,['New Line Cinema'],0
A Few Less Men,413391,[],0
You're So Cupid,77235,"['Mainstay Productions', 'Poppy Productions']",0
Countdown,60236,"['Film Master', 'Top Line Production']",0
Karl Marx City,411024,[],0
Bottom of the World,393172,"['Zed Filmworks', 'Catalyst Global Media']",0
Stratton,348389,"['Twickenham Studios', 'GFM films', 'Atomic Arts', 'SquareOne Entertainment', 'Stratton Film Production Ltd']",0
??ñ??¥?¥? ??¥??ø?§???«?ø,27942,"['Bavaria Film', 'Ritm', 'Mosfilm']",0
The Ornithologist,377274,"['Itaca Films', 'Blackmaria', 'House on Fire']",0
Bad Girl,405050,['Kmunications'],1
The Lovers,426253,['A24'],0
Baahubali 2: The Conclusion,350312,['Arka Media Works'],18000000
The Star,54474,"['Mosfilm', 'ARK-Film']",1300000
Binky Nelson Unpacified,366143,['Illumination Entertainment'],0
Warm Summer Rain,71209,[],0
Tomato Red,441483,"['Scythia Films', 'Metropolitan Films International']",0
Taking Earth,447352,['Digital Forces'],400000
The Virgin's Bed,115108,['Zanzibar Films'],0
Pet Fooled,444066,[],0
Maria Bamford: Old Baby,455601,[],0
Sam Kinison: Breaking the Rules,44123,[],0
Sam Kinison: Family Entertainment Hour,69072,[],0
"Richard Pryor: I Ain't Dead Yet, #*%$#@!!",27631,[],0
Jimi Plays Berkeley,64051,[],0
Devo: The Complete Truth About De-Evolution,58306,[],0
Pink Floyd: Live at Pompeii,25771,[],0
National Lampoon Presents Electric Apricot: Quest for Festeroo,16783,['National Lampoon Productions'],0
Redneck Zombies,27916,[],0
Night Nurses,46663,"['Park Cinema Production', 'Kinoslovo']",0
Final Offer,441652,['National Film Board of Canada'],0
Dead Kennedys: The Early Years,34325,[],0
Paul Mooney: Analyzing White America,34521,[],0
Omicidio all'italiana,439998,"['Leone Film', 'Medusa Film', 'Lotus Production']",0
Fat Stupid Rabbit,77534,[],0
Steven Wright: When the Leaves Blow Away,20543,[],0
Lenny Bruce in 'Lenny Bruce',72386,['John Magnuson Associates'],0
Asssscat,183339,"['Vivendi Entertainment', 'Shout! Factory']",0
P,135195,"['Puvisate Ltd.', 'Creative Films Siam Ltd.']",0
Weed,123787,[],0
Sam Kinison: Why Did We Laugh?,59173,[],0
Andrew Dice Clay: One Night with Dice,37876,[],0
Larry Flynt: The Right to Be Left Alone,80019,[],0
Cocaine: One Man's Seduction,80267,[],0
Sacco and Vanzetti,39348,[],0
Dana Gould: Let Me Put My Thoughts in You,45041,['Rocket Racer Productions'],0
Last Woman on Earth,71520,[],0
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,369697,['Lightstream Pictures'],0
Dana Carvey: Critics' Choice,42772,[],0
An Ox's Tale: The John Entwistle Story,70668,[],0
Robin Williams: Live on Broadway,20211,['HBO'],0
The Wizard of Gore,23506,['Mayflower Pictures'],60000
Heaven and Hell,95990,['Shaw Brothers'],0
The Death of Louis XIV,371859,"['Capricci Films', 'Rosa Filmes']",0
Country of the Deaf,54514,"['Gorky Film Studios', 'Compagnie des Films']",0
Den radio,143883,[],0
Titeuf,61672,['Path?? Distribution'],0
"Gahan Wilson: Born Dead, Still Weird",227334,[],0
Lurking Fear,44265,[],0
The Lighthouse of the Orcas,430161,[],6000000
Human Target,315371,['Belarusfilm'],0
A.P.E.X.,21947,"['Republic Pictures (II)', 'Green Communications']",0
Mother,151227,"['AMLF', 'TF1 Films Production']",0
Wushu,16687,[],4000000
Moontrap,14916,"['Shapiro-Glickenhaus Entertainment', 'Magic Films']",0
The Irony of Fate. The Sequel,27046,['?????§¥\x81'],5000000
The Best Movie,62737,[],0
Practical Joke,18761,['Studio Pavla Lungina'],0
Nuvvostanante Nenoddantana,74154,[],0
Tale in the Darkness,172878,['Koktebel Film Company'],0
Kabhi Alvida Naa Kehna,14395,"['Yash Raj Films', 'Dharma Productions']",7400000
Showdown at Area 51,25977,[],0
"Dzhentlmeny, Udachi!",164013,['Bazelevs Production'],0
"SuperManager, or Hack of the Fate",67958,['Kinokompaniya CTB'],0
Scrat's Continental Crack-Up: Part 2,98857,"['Twentieth Century Fox Film Corporation', 'Blue Sky Studios']",0
Munna Bhai M.B.B.S.,19625,['Vidhu Vinod Chopra Productions'],0
Wet and Reckless,293796,['Grindfist'],10000
Seizure,455188,[],0
Amityville: The Awakening,203835,"['Miramax Films', 'Blumhouse Productions', 'Dimension Films']",0
The Beguiled,399019,"['American Zoetrope', 'Focus Features']",10500000
The Reagan Show,452166,[],0
Baby Driver,339403,"['Big Talk Productions', 'TriStar Pictures', 'Media Rights Capital', 'Working Title Films', 'Double Negative']",34000000
Okja,387426,"['Plan B Entertainment', 'Lewis Pictures', 'Kate Street Picture Company']",50000000
Men Behind the Sun,25998,['Sil-Metropole Organisation'],0
Isle of Flowers,45318,['Casa de Cinema de Porto Alegre'],0
My Uncle Killed a Guy,77710,['20th Century Fox Home Entertainment'],0
Desmundo,161244,['A.F. Cinema e V??deo'],3
Club of the Laid Off,254268,['Kr?\xadtk?« film Praha'],0
Holy Year,144726,"['Tritone Cinematografica', 'Soci??t?? Nouvelle de Cin??matographie (SNC)']",0
Glass,52779,"['Netherlands Government', 'George K. Arthur - Go Pictures']",0
Tank 432,363690,['Belstone Pictures'],0
The Stationmaster's Wife,122487,"['Bavaria Film', 'Bavaria Atelier']",0
After This Our Exile,11960,[],0
Innocence Unprotected,62842,['Avala Film'],0
People of the Mountains,172295,['Hunnia Filmgy?\xadr'],0
The Fall of Berlin,106259,['Mosfilm'],0
Range 15,402976,[],0
Asylum of Darkness,445916,['Season of Darkness LLC'],0
We Go On,387399,['Filmed Imagination'],0
Lady Bloodfight,289269,"['Voltage Pictures', 'B&E Productions']",0
Caedes,322148,['Tiberius Film'],0
Daemonium: Soldier of the Underworld,389578,['Hydra Corporation'],0
Embassy,256608,"['Studio Filmowe Zebra', 'Agora Films S.A. (koprodukcja)', 'Studio Produkcyjne Orka (Koprodukcja)', 'Canal+ Polska (koprodukcja)', 'Orange (koprodukcja)', 'Polski Instytut Sztuki Filmowej (wsp??\x8f?finansowanie)']",0
Buck Wild,187010,[],0
Wrath of the Crows,207260,"['Studio Interzona', 'Zack Ewans Production']",500000
Outpost: Rise of the Spetsnaz,164377,['Black Camel Pictures'],0
The Enemy,110608,"['Balkan Film', 'Maxima Film', 'Biberche', 'Tivoli Film Produkcio']",1200000
3-D Sex and Zen: Extreme Ecstasy,67308,"['One Dollar Production Limited', 'Local Production']",0
Ko?ysanka,55429,[],0
The Kopeck,109354,[],0
Zombeak,354133,['East of L.A. Productions'],0
Harry Price: Ghost Hunter,371833,['Bentley Productions'],0
Surviving Life (Theory and Practice),76638,[],0
Dunno on the Moon,41581,"['ZAO Studia ""F.A.F""']",0
Breakfast on the Grass,309898,['Ekran'],0
Food and Shelter,331641,['Diversa Audiovisual'],0
Mirror for a Hero,83495,['Sverdlovskaya Kinostudiya'],0
Wandering Sagittarius,79234,"['A.L. Production', 'Filmstudio 12A', 'Stargaze Productions']",0
?????æ?ú?? ?ý?«?æ ¥??ø¥?¨??¥?ø?«??¥,191486,[],0
Without Family,63572,['Lenfilm'],0
Into the Mirror,27316,['Key Plus Pictures'],0
Parasite Eve,33045,"['Fuji Television Network', 'Kadokawa Shoten Publishing Co.', 'Robot Communications']",0
Dancehall Queen,19159,[],0
The Stone Raft,95647,"['Sogecine', 'MGS Film', 'Lusomundo']",0
O Delfim,176807,"['Radiotelevis?\x9co Portuguesa (RTP)', 'Madragoa Filmes', 'G??mini Films', 'Instituto do Cinema, Audiovisual e Multim??dia (ICAM)', 'Instituto Cam?æes']",0
A Bee in the Rain,167707,['Media Filmes'],0
Setoutsumi,382200,[],0
The Patrol,239845,"['Kasbah-Film Tanger', 'Salt Film']",1000000
Rough Night,397422,"['Sony Pictures Entertainment', 'Paulilu Productions']",20000000
Realive,399612,"['Televisi??n Espa?ñola (TVE)', 'Arcadia Motion Pictures', 'Noodles Production', 'Canal+ Espa?ña', 'Scope Pictures', 'Achaman Films AIE']",7000000
Catching the Sun,339161,[],0
Warhouse,233208,['M & R Films'],0
Time Chasers,31380,['Edgewood Entertainment'],0
I Accuse My Parents,31282,"['Alexander-Stern Productions', 'Producers Releasing Corporation (PRC)']",0
Hidden Kisses,401698,['Lizland Films'],0
Mindhorn,381518,"['BBC Films', 'StudioCanal', 'Scott Free Productions', 'Isle of Man Film', 'Baby Cow Films', 'Pinewood Pictures']",0
Baptism of Blood,35967,['Downtown Filmes'],0
3 Times a Charm,127803,['DAVED Productions'],0
The Night Watchmen,398798,[],0
Oasis,450530,"['Left Bank Pictures', 'Amazon Studios']",0
Generation Iron 2,447818,"['Vladar Company, The']",0
Phoenix,26358,[],0
Miss Saigon: 25th Anniversary,417820,[],0
They Killed Sister Dorothy,60080,[],0
100 Women,20648,['Dream Entertainment'],0
Florida Man,323925,['Very Ape Productions'],0
Love and Lies,64765,['Gorky Film Studio'],0
Much Ado About Nothing,371465,"['Jirafa', 'Arizona Films', 'Brisa Films']",0
The Shadow Effect,383538,"['Status Media & Entertainment', 'DV3 Productions']",4000000
"Eadweard Muybridge, Zoopraxographer",123092,[],0
Commando 2: The Black Money Trail,444713,"['Sunshine Pictures', 'Pen India Limited']",0
The Last Tycoon,156643,"['Enlight Pictures', 'Mega-Vision Pictures (MVP)']",0
Dark Streets,19392,"['Capture Film Internatrional', 'LA Dark Streets', 'Sherazade Film Development']",0
Myst??re ?ÿ la Tour Eiffel,430423,[],0
The Answer,330628,['Schoolfield Media'],0
Battlefield Death Tales,210734,"['Amber Pictures', 'Jinx Media']",0
Design of Death,114464,[],0
Hounds of Love,408439,['Factor 30 Films'],0
Nick Cave and The Bad Seeds: God Is in the House,77270,[],0
Shark Killer,332280,['blue ic'],0
Teli and Toli,419428,['Horosho Production'],0
Monster High: Electrified,447113,['Mattel Creations'],0
"Monster High: Boo York, Boo York",360404,['Mattel Playground Productions'],0
Monster High: 13 Wishes,212470,['Mattel'],0
Monster High: Welcome to Monster High,413736,['Appa Productions'],0
Monster High: Haunted,324963,['Mattel Playground Productions'],0
Monster High: Fright On!,227257,['Mattel Playground Productions'],500000
Monster High: Freaky Fusion,290727,['Mattel Playground Productions'],0
Monster High: Friday Night Frights,166747,['Mattel Playground Productions'],0
"Monster High: Frights, Camera, Action!",260234,['Mattel Playground Productions'],0
Monster High: Escape from Skull Shores,167666,[],0
Monster High: Why Do Ghouls Fall in Love?,167313,['Mattel Playground Productions'],0
Monster High: Ghouls Rule,134632,['Mattel Entertainment'],0
For a Few Bullets,406099,[],0
Bleeding Hearts,310933,[],0
In the Forests of Siberia,395452,['Nord-Ouest Films'],3500000
LoveDeath,44055,[],0
Sars Wars: Bangkok Zombie Crisis,50108,['Charlermthai Studio'],0
"Wax, or the Discovery of Television Among the Bees",54400,"['Zweites Deutsches Fernsehen (ZDF)', 'David Blair Productions']",0
"In the Meantime, Darling",118900,['Twentieth Century Fox Film Corporation'],0
Spider-Plant Man,22939,['British Broadcasting Corporation (BBC)'],0
You Were Meant for Me,218213,['Twentieth Century Fox Film Corporation'],0
Patti Cake$,426256,"['RT Features', 'Stay Gold Features', 'The Department of Motion Pictures']",0
Ed Gein,55888,[],0
A Letter for Evie,227717,['Metro-Goldwyn-Mayer (MGM)'],0
The Dream of a Ridiculous Man,119855,[],0
World Cinema,401150,[],0
Dialogues,271495,[],0
Moonlight Tariff,11070,[],0
Urok literatury,409903,[],0
23 Blast,295588,"['Toy Gun Films', 'Touchdown Productions']",0
Loveless,429174,"['ARTE France Cin??ma', 'Senator Film Produktion', 'Why Not Productions', 'Les Films Du Fleuve', 'Non-Stop Productions', 'Fetisoff Illusion']",0
Dig Two Graves,326420,[],0
Stefan Zweig: Farewell to Europe,391663,"['Dor Film Produktionsgesellschaft GmbH', 'X-Filme Creative Pool', 'Id??ale Audience', '??sterreichischer Rundfunk (ORF)', 'ARTE', 'Arte France Cin??ma', 'Westdeutscher Rundfunk (WDR)', 'Bayerischer Rundfunk (BR)', 'Maha Productions']",0
Metamorphosis,360998,[],0
Hatred,406449,"['Narodowy Instytut Audiowizualny (koprodukcja)', 'Telewizja Polska (koprodukcja)', 'Odra-Film (Koprodukcja)', 'Canal+ Polska (koprodukcja)', 'Polski Instytut Sztuki Filmowej (wsp??\x8f?finansowanie)', 'Narodowe Centrum Kultury (koprodukcja)', 'Film It', 'Andrzej \x8f\x81udzi\x8f?ski Productions (koprodukcja)', 'Bemar (koprodukcja)']",0
Mommies,99247,['Enjoy Movies'],0
Vampire,116248,"['Rockwell Eyes', 'Convergence Entertainment']",0
Height,142797,['Mosfilm'],0
Desirable,157898,['Warner Bros.'],0
Dolly Parton's Christmas of Many Colors: Circle of Love,426670,[],0
Dr. Monica,127146,['Warner Bros.'],0
Holiday For Lovers,130980,['Twentieth Century Fox Film Corporation'],0
The Lost World,3003,"['BBC', 'A&E Television Networks', 'RTL']",0
Journey Back to Christmas,421758,"['Crown Media Productions', 'Christmas Comet Productions']",0
SuperBobrovs,387938,"['Yellow, Black & White']",0
The Challenge... A Tribute to Modern Art,149336,[],0
The Harvest of Sorrow,144939,[],0
Make Way For A Lady,117422,['RKO Radio Pictures'],0
Moonlight in Vermont,446493,['Crown Media Productions'],0
Rafter Romance,126127,['RKO Radio Pictures'],0
Ramona,132597,['Twentieth Century Fox Film Corporation'],0
The Seven Year Hitch,173557,['Larry Levinson Productions'],0
The Two Worlds of Jennie Logan,22519,[],0
Carmencita,16612,['Edison Manufacturing Company'],0
Handsome: A Netflix Mystery Movie,402582,[],0
Batman & Bill,456348,['9.14 Pictures'],0
Conversations with God,24590,[],0
Atelier Fontana,85463,[],0
Stingray,413467,[],0
A Billion Lives,395965,['Attention Era Media'],0
Officers,65386,['Gorky Film Studios'],0
All Inclusive 2,238869,[],0
Sagan,14555,['Alexandre Films'],0
A Gift with a Character,278095,['Fresh Film'],0
Mixed Feelings,295823,['Enjoy Movies'],2000000
Scandal: Sex@students.edu,348858,[],0
8 New Dates,309739,['Kvartal 95 Studio'],0
The Dawns Here Are Quiet,338517,"['Star Media', '???«¥??æ¥?¥??æ¥\x81¥?', '?ÿ?æ?ø?¯-???ø?§??¥??ø']",3300000
Het Bombardement,154972,"['uFilm', 'Mollywood', 'TROS', 'Talent United']",0
Peasants,260584,['Mosfilm'],0
The Republic of ShKID,20885,['Lenfilm'],0
For the Good of Others,53739,"['Himen??ptero', 'Telecinco Cinema', 'Mod Producciones', 'Canal+ Espa?ña']",0
Courier to the East,395914,['Odessa Film Studios'],0
Vysotsky: Thank God I'm Alive,79733,['Monumental Pictures'],12000000
As the Gods Will,241863,"['Toho Company', 'Toho Pictures', 'Oriental Light and Magic (OLM)']",0
"Ashley Madison: Sex, Lies and Cyber Attacks",438635,[],0
Walking Tall: Lone Justice,9990,[],0
Sea Wolf,131039,[],19000000
The Comedian,369524,"['Linson Entertainment', 'Anvil Films', 'Cinelou Films']",15000000
Monolith,408381,"['Picturesque Films', 'Frame by Frame', 'Sky Italia', 'Lock & Valentine']",0
After the Reality,416987,['USofAnderson I'],0
Godspeed,411005,[],0
Dark Exorcism,416127,[],0
Dusk,340215,['Dog Day Films'],0
Dark Heart AKA Wagstaffe,425488,['ITV Studios'],0
The Axe Murders of Villisca,401065,['Ketchum Labs'],0
Another Year,255898,['Gosfilmofond'],0
Petersburg: Only for Love,424145,['?\xad?\x9b??'],0
Pioneer Heroes,347786,"['CTB Film Company', 'Masterskaya Seance']",500000
Two Days,77185,[],16670000
Monster a-Go Go,31119,['B.I. & L. Releasing Corp.'],0
Bugs,390293,[],0
Istanbul Tales,30633,['TMC'],5000
Delisin,447091,[],0
Back to You and Me,130300,"['Larry Levinson Productions', 'Alpine Medien Productions', 'Hallmark Entertainment', 'Matt IV']",0
The Shocking Miss Pilgrim,111042,['Twentieth Century Fox Film Corporation'],0
Blackout,416951,[],0
Women vs. Men,338227,['Enjoy Movies'],0
Love and the City 3,252034,['Central Partnership'],0
"King, Queen, Knave",198646,"['Maran Film', 'Bavaria Film', 'Wolper Productions']",0
The Last Adventure,11396,"['Soci??t?? Nouvelle de Cin??matographie (SNC)', 'CGIC', 'Compagnia Generale Finanziaria Cinematografica']",0
Mister Designer,274991,['Lenfilm'],0
A Long and Happy Life,160124,['Koktebel Film Company'],0
Help Gone Mad,49579,"['Koktebel Film Company', 'Central Partnership']",0
Kolya - Rolling Stone,38332,['Stella Studio'],0
Cloud Heaven,49574,[],0
Princess Goldilocks,126555,['Ceskoslovensk?\xad Televize'],0
Nightshift,78595,[],0
Touch and Go,57204,"['TriStar Pictures', 'Kings Road Entertainment']",0
The Stroller Strategy,152989,['Sombrero Films'],0
The Year of Getting to Know Us,4644,['Ring Productions'],0
Sucker,349177,[],0
Totally Blonde,2132,[],0
Snow,50332,[],0
Wild Roomies,23594,[],400000
Wingman Inc.,325111,"['Darkan Entertainment', 'Vincenzo Productions']",0
Weekend Pass,80211,['Marimark Productions'],0
Under New Management,62399,[],0
Still Not Quite Human,70172,[],0
Take Away,16058,['Mondayitis Productions'],0
The Yankles,107808,[],0
Somebody's Hero,62196,[],0
The Divided Heaven,201429,['DEFA'],0
Waltzing Anna,55740,[],1000000
Triumph's Summer Election Special 2016,411518,[],0
Subdivision,94340,"['Australian Film Finance Corporation', 'Freshwater Pictures', 'Cane Toad Productions']",0
Saved by the Bell: Hawaiian Style,37022,[],0
Project: ALF,10960,[],0
Ski School 2,32888,"['Active Entertainment', 'Two Ski Productions']",0
School for Seduction,26510,[],0
School Of Life,35320,"['Bouncing Betty Productions', 'School of Life Productions Inc.', 'Gynormous Pictures']",0
Puck Hogs,125302,[],0
The Princess & the Marine,55733,[],0
Plain Clothes,55728,"['Paramount Pictures', 'Sierra Alta Productions']",0
Popcorn,18043,['DMS Films Limited'],0
The Prime Gig,44015,['Independent Pictures (II)'],0
Pretty Cool Too,19675,[],0
Shut Up and Kiss Me!,55738,[],0
Second String,55734,"['Michael London Productions', 'TNT Originals']",0
Secret Santa,82377,[],0
Short Track,44762,[],0
Reverse Runner,318348,[],0
Not Quite Human,20473,"['Walt Disney Television', 'Sharmhill Productions']",0
Nearing Grace,20564,"['Whitewater Films', 'Ironic Films']",0
One Last Thing...,15075,['2929 Productions'],0
The Night Before,38966,['Kings Road Entertainment'],0
The Matrix Revisited,14543,[],0
Love at First Hiccup,42306,['Regner Grasten International'],0
Love Hurts,24881,['Pageant Productions'],0
Miracle Beach,55694,['Motion Picture Corporation of America'],0
Love and Mary,59807,[],500000
Once a Thief,39084,[],0
Meant To Be,71288,['Corrino Media Corporation'],0
Man Maid,55769,[],0
Perfect Opposites,44593,[],700000
Michel Vaillant,10572,"['TF1 Films Production', 'Canal+', 'EuropaCorp', 'The Prod']",22900000
Looking for Kitty,34167,[],0
Not Quite Human II,45249,[],0
Meet The Santas,393196,"['Larry Levinson Productions', 'Alpine Medien Productions', 'Hallmark Entertainment']",0
Nature of the Beast,41301,['ABC Family'],0
Outside Sales,30118,[],0
Oesje!,76059,"['Lafalot', 'Artistic Light', 'Fonds Film in Vlaanderen']",0
The High Schooler's Guide to College Parties,387999,['Hold It Now Films'],0
George of the Jungle 2,26264,['Walt Disney Pictures'],0
Last Call,256109,[],0
Laid in America,347630,"['Angry Adam Productions', 'Laid in America', 'Fun Group, The']",0
Growing Op,15285,"['Emotion Pictures', 'Middlefish Films']",0
Reel Love,94532,['Entertainment One Television'],0
The In Crowd,86231,['Force 10 Productions'],0
Late Last Night,177085,"['Sterling Entertainment', 'Scanbox']",0
Heavy Petting,33586,['SarcoFilms'],2800000
Giving It Up,47893,[],0
Family Ties Vacation,215579,"['Paramount Pictures', 'Paramount Television', 'Ubu Productions']",0
Knots,18866,[],0
General Education,119457,[],0
Fast Girl,55715,"['Pop Art Film Factory', 'Matador Motion Pictures']",0
Justin Time,34203,[],0
Heber Holiday,78387,"['Flynn-Daines', 'Triomphe Communications']",500000
Large,50492,"['The Film Consortium', 'Film Four', 'Yorkshire Media Production Agency (YMPA)']",0
Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog,263029,['NBC Productions'],0
The Last Man on Earth,328212,['Visionary Films'],0
Hector,44417,[],0
Knight Rider,209379,"['Dutch Oven', 'Universal Media Studios (UMS)']",0
Cheats,16875,"['New Line Cinema', 'FilmEngine', 'BenderSpink']",0
Cowboys & Angels,20148,['TLA Releasing'],2000000
The Dukes of Hazzard: The Beginning,19580,['Warner Premiere'],0
Drumline: A New Beat,299513,"['Fox Television Studios', 'VH1 Television']",0
Casual Encounters,394045,['Traverse Media'],0
Coming & Going,80147,"['Bennett-Robbins Productions', 'PicturePlay Films', 'Films 1420m']",0
Costa Rican Summer,39026,[],0
Chris Rock: Never Scared,17871,"['Tenth Planet Productions', 'Home Box Office (HBO)', 'CR Enterprises']",0
Dolphins,50161,"['Carnaby International', 'Lipsync Productions', 'Full On Film Productions']",0
Christmas Mail,76706,[],0
Demolition University,55712,['Sunset Films International'],0
Crystal Heart,83079,"['?\x8dzaro Films', 'Eagle Films', 'Soltar N.V.']",0
Cupid's Balls,63447,[],2800000
Breakfast With Jonny Wilkinson,225762,[],0
Deal of a Lifetime,55710,[],0
Counterstrike,69621,"['Lions Gate Television', 'TBS Superstation']",0
Counting Backwards,100634,[],0
Before You Say 'I Do',48281,"['Marvista Entertainment', 'Braun Entertainment Group']",0
A la mala,317925,['Pantelion Films'],0
Alchemy,41709,['Black Sand Pictures'],0
Backwards,127497,[],0
Abel's Field,160234,[],0
Bank$tas,257439,[],0
A Heartbeat Away,74415,['Pictures in Paradise'],8292000
A Bela e o Paparazzo,48962,['MGN Filmes'],0
Blue Eyelids,46712,[],0
Abel,54144,['Canana Films'],1000000
Permission,390059,['Ball & Chain Productions'],0
A,24791,"[""'A' Production Committee""]",0
A2,111913,[],0
My Honor Was Loyalty,383001,[],0
Tamala 2010: A Punk Cat in Space,39962,[],0
The Saddest Boy in the World,118015,['Modern Family Productions'],0
A Tale of Lost Times,20946,['Mosfilm'],0
???æ?«¥??æ¥??ý???¯¥?¥?§???æ ?¨¥????ý?????æ?«???æ,244575,[],0
The Sorcerer's Apprentice,8128,"['S?¬ddeutscher Rundfunk', 'Bavaria Atelier', 'Kr?\xadtk?« Film Praha', 'Ceskoslovensk?« Filmexport', 'Filmov?? Studio Gottwaldov']",0
Ismael's Ghosts,429070,['Why Not Productions'],0
Boj S Tenyu 2: Revansh,56525,['Central Partnership'],6000000
22 Minutes,271234,['Central Partnership'],6500000
Parliament Funkadelic: One Nation Under a Groove,177950,[],0
Ghost,332512,['CTB Film Company'],0
The One,347382,['Mars Media Entertainment'],1500000
?­?æ?¬¥? ?§?ø?ñ???«???§,246438,[],0
Little Man,80178,[],0
The State Counsellor,59529,['Studio Trite'],0
Dark World: Equilibrium,248223,['Central Partnership'],0
The Hunter's Prayer,302150,"['FilmEngine', 'Screen Yorkshire', 'Lipsync Productions', 'Maple Leaf Films', 'Vandal Entertainment', 'Apollo Media', 'Full Clip Productions', 'HP Yorkshire Limited', 'Hunters Prayer Production Spain']",17000000
Easy on the Eyes,260522,['Enjoy Movies'],2153912
Alive in Joburg,45887,[],0
Toyland,23764,['Mephisto Film'],0
Lucky Island,250251,['Enjoy Movies'],2000000
Bodywork,206591,[],0
Revenge,216046,['Kazakhfilm Studios'],0
The Terror of Tiny Town,31772,"['Columbia Pictures', 'Jed Buell Productions']",0
He Even Has Your Eyes,398920,"['UGC Images', 'Nexus Factory', 'TF1 Droits Audiovisuels', 'France 2 Cin??ma', 'Umedia', 'uFund', 'NoLITa Cinema']",0
Irwin & Fran 2013,400796,[],0
Survivor,362844,[],0
Beatriz at Dinner,429107,[],0
Red Hollywood,164144,[],0
The Black Room,425931,"['Casual Productions', 'The Black Room Cleopatra']",0
